Settings,,,Holdings,,,,
,,,Asset ID,Asset Name,ISIN,Osmosis Sector,Osmosis Sector - June 19
Analysis date,Today (2020/01/31),,,,,,
,,,CANABP1,BARRICK GOLD CORP,CA0679011084,Mining,Mining
Portfolio,MSCI WORLD - Daily,,CANADJ1,BCE INC,CA05534B7604,Fixed Line Telecommunications,Fixed Line Telecommunications
Variant,Default,,CANAEH1,BANK OF MONTREAL,CA0636711016,N/A,N/A
Variant Source,,,CANAEI1,BANK OF NOVA SCOTIA,CA0641491075,N/A,N/A
,,,CANAFK2,BOMBARDIER INC,CA0977512007,Aerospace & Defense,Aerospace & Defense
Analysis settings,GEM3 vs MSCI World - Daily,,CANAGQ1,CAE INC,CA1247651088,Aerospace & Defense,Aerospace & Defense
Benchmark,MSCI WORLD - Daily,,CANAIJ2,ROGERS COMMUNICATIONS INC,CA7751092007,Mobile Telecommunications,Mobile Telecommunications
Market,None,,CANAIT1,CANADIAN IMPERIAL BANK OF COMMERCE,CA1360691010,N/A,N/A
Risk Model,GEM3L,,CANAIX1,CANADIAN NATURAL RESOURCES LTD,CA1363851017,Oil & Gas Producers,Oil & Gas Producers
Base Currency,USD,,CANAJK2,CANADIAN TIRE CORPORATION LTD,CA1366812024,General Retailers,General Retailers
,,,CANAJL2,CANADIAN UTILITIES LTD,CA1367178326,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
Portfolio Statistics,,,CANAKD1,SHAW COMMUNICATIONS INC,CA82028K2002,N/A,N/A
Number of Assets - Total,"1,644",,CANATA1,FAIRFAX FINANCIAL HOLDINGS LTD,CA3039011026,N/A,N/A
Number of Rejects,0,,CANAWP1,GREAT-WEST LIFECO INC,CA39138C1068,N/A,N/A
Predicted Beta,1.00,,CANAXA1,CGI INC,CA12532H1047,N/A,N/A
Active Risk,0.00%,,CANAYF1,BROOKFIELD ASSET MANAGEMENT INC,CA1125851040,N/A,N/A
Portfolio Risk,11.26%,,CANAZV1,IMPERIAL OIL LTD,CA4530384086,Oil & Gas Producers,Oil & Gas Producers
Benchmark Risk,11.26%,,CANBAJ1,ENBRIDGE INC,CA29250N1050,Oil Equipment & Services,Oil Equipment & Services
Cash (All Currencies %),0.00%,,CANBBA2,THOMSON REUTERS CORP,CA8849037095,N/A,N/A
Active RaR,0.00%,,CANBBF1,IGM FINANCIAL INC,CA4495861060,N/A,N/A
Active VaR,0.00,,CANBEB1,LOBLAW COMPANIES LTD,CA5394811015,N/A,N/A
,,,CANBFE2,MAGNA INTERNATIONAL INC,CA5592224011,N/A,N/A
,,,CANBIM1,NATIONAL BANK OF CANADA,CA6330671034,N/A,N/A
,,,CANBLB2,METHANEX CORP,CA59151K1084,Chemicals,Chemicals
,,,CANBML1,OVINTIV INC,US69047Q1022,Oil & Gas Producers,Oil & Gas Producers
,,,CANBOH1,NUTRIEN LTD,CA67077M1086,Chemicals,Chemicals
,,,CANBOI1,POWER CORPORATION OF CANADA,CA7392391016,N/A,N/A
,,,CANBOK1,POWER FINANCIAL CORP,CA73927C1005,N/A,N/A
,,,CANBPH2,QUEBECOR INC,CA7481932084,N/A,N/A
,,,CANBQZ1,ROYAL BANK OF CANADA,CA7800871021,N/A,N/A
,,,CANBVJ2,SUNCOR ENERGY INC,CA8672241079,Oil & Gas Producers,Oil & Gas Producers
,,,CANBVZ1,TECK RESOURCES LTD,CA8787422044,Industrial Metals,Industrial Metals
,,,CANBXB1,TORONTO-DOMINION BANK,CA8911605092,N/A,N/A
,,,CANBXM1,TC ENERGY CORP,CA87807B1076,Oil Equipment & Services,N/A
,,,CANBXY1,BAUSCH HEALTH COMPANIES INC,CA0717341071,N/A,N/A
,,,CANCBI1,GEORGE WESTON LTD,CA9611485090,Food & Drug Retailers,Food & Drug Retailers
,,,CANCCR1,CAMECO CORP,CA13321L1085,Industrial Metals,Industrial Metals
,,,CANCLF2,CANADIAN NATIONAL RAILWAY CO,CA1363751027,Industrial Transportation,Industrial Transportation
,,,CANDEM1,BLACKBERRY LTD,CA09228F1036,N/A,N/A
,,,CANDGQ1,SAPUTO INC,CA8029121057,N/A,N/A
,,,CANITX1,TELUS CORP,CA87971M1032,Fixed Line Telecommunications,Fixed Line Telecommunications
,,,CANJCP1,MANULIFE FINANCIAL CORP,CA56501R1064,N/A,N/A
,,,CANJKR1,SUN LIFE FINANCIAL INC,CA8667961053,N/A,N/A
,,,CANJOY1,HUSKY ENERGY INC,CA4480551031,Oil & Gas Producers,Oil & Gas Producers
,,,CANKQJ1,CANADIAN PACIFIC RAILWAY LTD,CA13645T1003,Industrial Transportation,Industrial Transportation
,,,USA11I1,EBAY INC,US2786421030,General Retailers,General Retailers
,,,USA2ND1,GOLDMAN SACHS GROUP INC,US38141G1040,N/A,N/A
,,,USA2TM1,JUNIPER NETWORKS INC,US48203R1041,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USA37C1,UNITED PARCEL SERVICE INC,US9113121068,Industrial Transportation,Industrial Transportation
,,,USA3871,AGILENT TECHNOLOGIES INC,US00846U1016,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,USA3MZ1,METLIFE INC,US59156R1086,N/A,N/A
,,,USA4I21,FIDELITY NATIONAL INFO SERVICES INC,US31620M1062,N/A,N/A
,,,USA4JT1,ZIMMER BIOMET HOLDINGS INC,US98956P1021,N/A,N/A
,,,USAA311,AES CORP,US00130H1059,Electricity,Electricity
,,,USAA5F1,ABBOTT LABORATORIES,US0028241000,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,USAA821,ADOBE INC,US00724F1012,Software & Computer Services,Software & Computer Services
,,,USAA9K1,ADVANCED MICRO DEVICES INC,US0079031078,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USAABM1,AIR PRODUCTS AND CHEMICALS INC,US0091581068,Chemicals,Chemicals
,,,USAAGR1,HONEYWELL INTERNATIONAL INC,US4385161066,N/A,N/A
,,,USAAJ41,ARCONIC INC,US03965L1008,Industrial Metals,Industrial Metals
,,,USAAK31,HESS CORP,US42809H1077,Oil & Gas Producers,Oil & Gas Producers
,,,USAANY1,AMERICAN ELECTRIC POWER COMPANY INC,US0255371017,Electricity,Electricity
,,,USAAO81,AMERICAN EXPRESS CO,US0258161092,N/A,N/A
,,,USAAO91,AFLAC INC,US0010551028,N/A,N/A
,,,USAAQA1,AMERICAN INTERNATIONAL GROUP INC,US0268747849,N/A,N/A
,,,USAAWL1,AMGEN INC,US0311621009,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,USAAXZ1,ANALOG DEVICES INC,US0326541051,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USAB1B1,APACHE CORP,US0374111054,Oil & Gas Producers,Oil & Gas Producers
,,,USAB1X1,APPLE INC,US0378331005,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USAB2N1,APPLIED MATERIALS INC,US0382221051,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USAB3F1,ARCHER DANIELS MIDLAND CO,US0394831020,N/A,N/A
,,,USAB5V1,ARROW ELECTRONICS INC,US0427351004,N/A,N/A
,,,USABBA1,AUTOMATIC DATA PROCESSING INC,US0530151036,Support Services,Support Services
,,,USABBO1,AUTOZONE INC,US0533321024,N/A,N/A
,,,USABBZ1,AVERY DENNISON CORP,US0536111091,Chemicals,Chemicals
,,,USABFP1,BAKER HUGHES COMPANY,US05722G1004,Oil Equipment & Services,Oil Equipment & Services
,,,USABHX1,BANK OF NEW YORK MELLON CORP,US0640581007,N/A,N/A
,,,USABLB1,BAXTER INTERNATIONAL INC,US0718131099,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,USABMN1,BECTON DICKINSON AND CO,US0758871091,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,USABND1,VERIZON COMMUNICATIONS INC,US92343V1044,Fixed Line Telecommunications,Fixed Line Telecommunications
,,,USABPQ1,BEST BUY CO INC,US0865161014,General Retailers,General Retailers
,,,USABUY1,BOEING CO,US0970231058,Aerospace & Defense,Aerospace & Defense
,,,USABZB1,BRISTOL-MYERS SQUIBB CO,US1101221083,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,USAC1R2,BROWN-FORMAN CORP,US1156372096,Beverages,Beverages
,,,USAC751,CIGNA CORP,US1255231003,N/A,N/A
,,,USAC921,CSX CORP,US1264081035,Industrial Transportation,Industrial Transportation
,,,USACAE1,CADENCE DESIGN SYSTEMS INC,US1273871087,N/A,N/A
,,,USACDQ1,CAMPBELL SOUP CO,US1344291091,Food Producers,Food Producers
,,,USACI11,CARDINAL HEALTH INC,US14149Y1082,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,USACJC1,CARNIVAL CORP,PA1436583006,Travel & Leisure,Travel & Leisure
,,,USACL91,CATERPILLAR INC,US1491231015,Industrial Engineering,Industrial Engineering
,,,USACTE1,JPMORGAN CHASE & CO,US46625H1005,N/A,N/A
,,,USACUA1,CHEVRON CORP,US1667641005,Oil & Gas Producers,Oil & Gas Producers
,,,USACWA1,CINCINNATI FINANCIAL CORP,US1720621010,N/A,N/A
,,,USACX21,CISCO SYSTEMS INC,US17275R1023,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USAD141,CLOROX CO,US1890541097,Household Goods,Household Goods
,,,USAD281,COCA-COLA CO,US1912161007,Beverages,Beverages
,,,USAD291,COCA-COLA EUROPEAN PARTNERS PLC,GB00BDCPN049,Beverages,Beverages
,,,USAD3D1,COLGATE-PALMOLIVE CO,US1941621039,Personal Goods,Personal Goods
,,,USAD6J1,AON PLC,GB00B5BT0K07,N/A,N/A
,,,USAD6W1,COMERICA INC,US2003401070,N/A,N/A
,,,USADC41,DXC TECHNOLOGY,US23355L1061,Software & Computer Services,Software & Computer Services
,,,USADCX1,CONAGRA BRANDS,US2058871029,Food Producers,Food Producers
,,,USADF61,CONSOLIDATED EDISON INC,US2091151041,Electricity,Electricity
,,,USADGK1,CMS ENERGY CORP,US1258961002,Electricity,Electricity
,,,USADKM1,CORNING INC,US2193501051,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USADTY1,DANAHER CORP,US2358511028,N/A,N/A
,,,USADWY1,TARGET CORP,US87612E1064,General Retailers,General Retailers
,,,USADYP1,DEERE & CO,US2441991054,Industrial Engineering,Industrial Engineering
,,,USAE2M1,DTE ENERGY CO,US2333311072,Electricity,Electricity
,,,USAE681,WALT DISNEY CO,US2546871060,N/A,N/A
,,,USAE8D1,DOMINION ENERGY IN,US25746U1097,Electricity,Electricity
,,,USAE9A1,DOVER CORP,US2600031080,N/A,N/A
,,,USAE9C1,DUPONT DE NEMOURS INC,US26614N1028,Chemicals,Chemicals
,,,USAEBR1,DUKE ENERGY CORP,US26441C2044,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
,,,USAEE21,PERKINELMER INC,US7140461093,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,USAEGY1,EATON CORP PLC,IE00B8KQN827,General Industrials,General Industrials
,,,USAEHU1,ECOLAB INC,US2788651006,Chemicals,Chemicals
,,,USAEMG1,EMERSON ELECTRIC CO,US2910111044,Electronic & Electrical Equipment,Electronic & Electrical Equipment
,,,USAEPV1,ENTERGY CORP,US29364G1031,Electricity,Electricity
,,,USAERG1,EQUIFAX INC,US2944291051,N/A,N/A
,,,USAEVS1,EXXON MOBIL CORPORATION,US30231G1022,Oil & Gas Producers,Oil & Gas Producers
,,,USAEWT1,NEXTERA ENERGY INC,US65339F1012,Electricity,Electricity
,,,USAEZX1,FEDEX CORP,US31428X1063,Industrial Transportation,Industrial Transportation
,,,USAF4V1,FIFTH THIRD BANCORP,US3167731005,N/A,N/A
,,,USAF6R1,REGIONS FINANCIAL CORP,US7591EP1005,N/A,N/A
,,,USAFDB1,U.S. BANCORP,US9029733048,N/A,N/A
,,,USAFK41,FORD MOTOR CO,US3453708600,Automobiles & Parts,Automobiles & Parts
,,,USAFN61,FRANKLIN RESOURCES INC,US3546131018,N/A,N/A
,,,USAFT51,GAP INC,US3647601083,General Retailers,General Retailers
,,,USAFVN1,GENERAL DYNAMICS CORP,US3695501086,Aerospace & Defense,Aerospace & Defense
,,,USAFVO1,GENERAL ELECTRIC CO,US3696041033,General Industrials,General Industrials
